client_id,first_name,last_name,gender,date_of_birth,city,state,country,annual_income,risk_profile,account_open_date,age,income_bracket
7962,Kamala,Chana,Female,1968-08-14,Kolkata,West Bengal,India,562954,Medium,2017-03-29,57,Middle
7963,Ekaraj,Natarajan,Male,1981-05-05,Bhopal,Madhya Pradesh,India,3916466,Medium,2022-07-04,45,Upper Middle
7964,Logan,Badal,Male,1984-03-07,Madurai,Tamil Nadu,India,370411,Low,2025-05-05,42,Low
7965,Girish,Muni,Male,1992-09-05,Kolkata,West Bengal,India,3107455,High,2024-06-17,33,Upper Middle
7966,Anusha,Karan,Female,1961-03-31,Kolkata,West Bengal,India,4112038,High,2019-02-06,65,Upper Middle
7967,Urvi,Sharaf,Female,1994-01-04,Chennai,Tamil Nadu,India,1626391,Low,2018-02-15,32,Upper Middle
7968,Mekhala,Walia,Female,1991-05-20,Mumbai,Maharashtra,India,1281237,Low,2024-07-02,35,Upper Middle
7969,Victor,Patil,Male,1989-07-31,Rajkot,Gujarat,India,2030057,Low,2023-12-02,36,Upper Middle
7970,Dakshesh,More,Male,1986-09-23,Jaipur,Rajasthan,India,1779400,Low,2022-09-13,39,Upper Middle
7971,Yashvi,Sandal,Female,1968-02-05,Kolkata,West Bengal,India,2912763,Low,2017-08-15,58,Upper Middle
7972,Fariq,Jaggi,Male,2000-11-12,Hyderabad,Telangana,India,874107,Low,2021-01-12,25,Middle
7973,Zashil,Vig,Male,2002-01-06,Kolkata,West Bengal,India,2637112,Medium,2016-07-19,24,Upper Middle
7974,Odika,Venkatesh,Female,1994-11-01,Kolkata,West Bengal,India,2086140,Medium,2018-09-07,31,Upper Middle
7975,Lakshit,Cherian,Male,1956-04-03,Madurai,Tamil Nadu,India,1345782,Medium,2023-03-26,70,Upper Middle
7976,Ucchal,Dutt,Female,1969-12-09,Pune,Maharashtra,India,4775598,Medium,2026-03-12,56,Upper Middle
7977,Imaran,Ganguly,Male,1995-07-30,Hyderabad,Telangana,India,4260398,Medium,2020-08-25,30,Upper Middle
7978,Alexander,Patel,Male,1979-08-08,Kolkata,West Bengal,India,3988798,Medium,2023-10-16,46,Upper Middle
7979,Riya,Mammen,Female,1958-01-15,Bhopal,Madhya Pradesh,India,603077,High,2025-10-27,68,Middle
7980,Veda,Salvi,Female,1961-08-20,Indore,Madhya Pradesh,India,1377363,High,2019-04-22,64,Upper Middle
7981,Mugdha,Varty,Female,1969-02-22,Udaipur,Rajasthan,India,2743680,Low,2024-08-30,57,Upper Middle
7982,Chavvi,Sawhney,Female,1992-05-17,Indore,Madhya Pradesh,India,1002920,Low,2020-01-21,34,Upper Middle
7983,Aarav,Rajagopalan,Male,1986-06-24,Hyderabad,Telangana,India,1727306,Low,2019-10-05,40,Upper Middle
7984,Hemani,Kala,Female,1979-07-21,Ahmedabad,Gujarat,India,382059,Medium,2023-05-05,46,Low
7985,Ria,Chanda,Female,1990-07-22,Chennai,Tamil Nadu,India,3398129,Medium,2017-12-16,35,Upper Middle
7986,Chandani,Sidhu,Female,1966-08-10,Bengaluru,Karnataka,India,1046309,Medium,2025-07-01,59,Upper Middle
7987,Zashil,Doctor,Male,1992-07-16,Jaipur,Rajasthan,India,818690,High,2025-09-08,33,Middle
7988,Falak,Raj,Female,1999-08-08,Bhopal,Madhya Pradesh,India,2740899,Medium,2021-07-03,26,Upper Middle
7989,Panini,Muni,Female,1993-06-21,New Delhi,Delhi,India,333356,Medium,2022-08-23,33,Low
7990,Advay,Salvi,Male,1957-11-07,Kolkata,West Bengal,India,4233228,High,2023-07-15,68,Upper Middle
7991,Jacob,Deol,Male,1958-01-19,New Delhi,Delhi,India,1141185,Medium,2019-02-01,68,Upper Middle
7992,Ekbal,Kannan,Male,1993-04-08,Jaipur,Rajasthan,India,3377675,Low,2024-04-25,33,Upper Middle
7993,Dhriti,Seshadri,Female,2003-01-15,Jaipur,Rajasthan,India,4131569,Medium,2024-07-18,23,Upper Middle
7994,Agastya,Doshi,Male,1980-06-11,Hyderabad,Telangana,India,4101837,High,2025-01-13,46,Upper Middle
7995,Jhalak,Sinha,Female,1975-12-28,Kolkata,West Bengal,India,3887667,Medium,2019-05-27,50,Upper Middle
7996,Baghyawati,Banik,Female,2003-10-14,Bhopal,Madhya Pradesh,India,3328511,Medium,2026-03-28,22,Upper Middle
7997,Nakul,Mahajan,Male,1978-10-21,Ahmedabad,Gujarat,India,3737289,Low,2023-10-11,47,Upper Middle
7998,Udarsh,Bhakta,Male,1957-03-07,Mysuru,Karnataka,India,4464545,Low,2025-09-16,69,Upper Middle
7999,Meera,Shukla,Female,1993-07-27,New Delhi,Delhi,India,2581887,Low,2025-11-18,32,Upper Middle
8000,Neel,Lad,Male,1977-10-17,Madurai,Tamil Nadu,India,2678452,Medium,2024-02-01,48,Upper Middle
8001,Tristan,Salvi,Male,2002-07-01,Kolkata,West Bengal,India,344843,High,2017-09-08,24,Low
8002,Naksh,Murthy,Male,1998-12-19,Nashik,Maharashtra,India,2118071,Medium,2024-12-06,27,Upper Middle
8003,Balvan,Zachariah,Male,1959-08-03,Indore,Madhya Pradesh,India,1517150,Medium,2019-12-07,66,Upper Middle
8004,Upkaar,Kade,Male,1970-05-19,Hyderabad,Telangana,India,4781914,Medium,2017-03-01,56,Upper Middle
8005,Bachittar,Pandit,Male,1984-07-07,Rajkot,Gujarat,India,1116435,High,2024-05-11,42,Upper Middle
8006,Bachittar,Nagi,Male,1981-11-18,Kanpur,Uttar Pradesh,India,3831462,Medium,2026-05-29,44,Upper Middle
8007,Barkha,Mittal,Female,1971-12-04,Hyderabad,Telangana,India,3987096,Medium,2024-11-22,54,Upper Middle
8008,Robert,Ganesh,Male,1979-05-04,Bengaluru,Karnataka,India,2868700,Medium,2022-10-10,47,Upper Middle
8009,Henry,Tiwari,Male,1961-10-22,Kolkata,West Bengal,India,2186142,Low,2023-05-18,64,Upper Middle
8010,Timothy,Roy,Male,1984-05-28,Udaipur,Rajasthan,India,4389385,High,2020-12-20,42,Upper Middle
8011,Advay,Dugal,Male,1999-08-25,Surat,Gujarat,India,4166228,High,2019-12-25,26,Upper Middle
8012,Wakeeta,Rastogi,Female,1985-04-29,Surat,Gujarat,India,4401275,Medium,2016-10-09,41,Upper Middle
8013,Forum,Khanna,Female,1983-08-28,Mysuru,Karnataka,India,2372305,High,2017-11-01,42,Upper Middle
8014,Darika,Gole,Female,1999-10-13,Kolkata,West Bengal,India,1369880,Low,2023-04-12,26,Upper Middle
8015,Amrita,Nath,Female,1981-03-22,Kolkata,West Bengal,India,1220328,Medium,2018-06-08,45,Upper Middle
8016,Chandresh,Dubey,Male,1988-10-07,Vadodara,Gujarat,India,1929845,Medium,2017-12-27,37,Upper Middle
8017,Rishi,Chaudhari,Male,1998-03-08,Coimbatore,Tamil Nadu,India,3099678,Low,2026-02-18,28,Upper Middle
8018,Ekani,Bala,Female,2004-07-03,New Delhi,Delhi,India,4271083,Low,2025-03-05,22,Upper Middle
8019,Aarini,Ratti,Female,1984-11-22,Hyderabad,Telangana,India,2829353,Medium,2024-10-18,41,Upper Middle
8020,Andrew,Dani,Male,1985-07-11,Udaipur,Rajasthan,India,2421879,Medium,2023-02-02,40,Upper Middle
8021,Utkarsh,Deo,Male,1991-08-27,Hyderabad,Telangana,India,4978534,Medium,2017-04-15,34,Upper Middle
8022,Warda,Din,Female,1984-10-20,Mysuru,Karnataka,India,4857537,High,2020-03-21,41,Upper Middle
8023,Ekbal,Ram,Male,1956-01-18,New Delhi,Delhi,India,787244,Low,2025-12-04,70,Middle
8024,Kala,Kapur,Female,1992-01-30,Kolkata,West Bengal,India,3481337,Low,2025-11-24,34,Upper Middle
8025,Tejas,Modi,Male,1965-09-28,Kolkata,West Bengal,India,3897288,Medium,2021-03-01,60,Upper Middle
8026,Arin,Kibe,Male,1988-02-08,Hyderabad,Telangana,India,4320821,High,2024-03-18,38,Upper Middle
8027,Anthony,Salvi,Male,2000-04-11,Coimbatore,Tamil Nadu,India,3147628,Medium,2021-11-12,26,Upper Middle
8028,Nihal,Sharma,Male,2003-11-29,New Delhi,Delhi,India,3392412,Medium,2024-11-01,22,Upper Middle
8029,Samuel,Venkataraman,Male,1978-12-27,Bhopal,Madhya Pradesh,India,3375972,Medium,2025-03-07,47,Upper Middle
8030,Girish,Nigam,Male,1973-08-22,Nashik,Maharashtra,India,713206,High,2020-04-26,52,Middle
8031,Vansha,Arya,Female,1976-07-27,Coimbatore,Tamil Nadu,India,4385193,Medium,2022-07-07,49,Upper Middle
8032,Vaishnavi,Keer,Female,1957-07-30,Ahmedabad,Gujarat,India,4986567,Low,2024-10-08,68,Upper Middle
8033,Frederick,Kamdar,Male,1972-04-07,Ahmedabad,Gujarat,India,761116,High,2018-03-20,54,Middle
8034,Neel,Narayan,Male,1966-03-10,New Delhi,Delhi,India,3112967,Medium,2018-03-11,60,Upper Middle
8035,Ansh,Nadkarni,Male,1962-05-17,Kanpur,Uttar Pradesh,India,4373746,Low,2022-04-11,64,Upper Middle
8036,Anamika,Parmar,Female,1999-07-30,Pune,Maharashtra,India,390301,Medium,2023-12-21,26,Low
8037,Charita,Vohra,Female,1961-01-11,New Delhi,Delhi,India,1109031,High,2018-08-25,65,Upper Middle
8038,Janya,Varty,Female,1972-10-29,Kanpur,Uttar Pradesh,India,4217504,Medium,2024-08-16,53,Upper Middle
8039,Meera,Lall,Female,1966-01-12,Kolkata,West Bengal,India,4202739,Medium,2021-02-22,60,Upper Middle
8040,Nimrat,Pillai,Female,1986-09-05,Ahmedabad,Gujarat,India,1026486,Medium,2017-03-31,39,Upper Middle
8041,Henry,Cheema,Male,1963-09-04,Jaipur,Rajasthan,India,754334,High,2025-02-23,62,Middle
8042,Nachiket,Bhatt,Male,1959-09-26,Madurai,Tamil Nadu,India,3272508,Low,2017-10-14,66,Upper Middle
8043,Warhi,Behl,Female,1962-10-23,Mysuru,Karnataka,India,3636225,Low,2021-09-26,63,Upper Middle
8044,Ganga,Karan,Female,1996-06-26,Hyderabad,Telangana,India,475113,Low,2018-03-25,30,Low
8045,Aryan,Issac,Male,1964-03-19,Kolkata,West Bengal,India,716904,High,2021-12-23,62,Middle
8046,Vamakshi,Comar,Female,1999-02-16,New Delhi,Delhi,India,1712639,Low,2023-04-21,27,Upper Middle
8047,Shravya,Walla,Female,1999-03-13,Udaipur,Rajasthan,India,2111952,Low,2022-01-02,27,Upper Middle
8048,Anjali,Sarma,Female,1974-11-30,Bhopal,Madhya Pradesh,India,744968,Low,2017-10-03,51,Middle
8049,Vansha,Yogi,Female,1971-02-24,Ahmedabad,Gujarat,India,1680654,Medium,2024-02-24,55,Upper Middle
8050,Ekta,Kata,Female,1956-02-04,Nagpur,Maharashtra,India,2028119,Medium,2017-05-25,70,Upper Middle
8051,Lila,Parikh,Female,1980-06-04,Hyderabad,Telangana,India,1503576,Medium,2021-08-19,46,Upper Middle
8052,Madhav,Lall,Male,1981-04-23,Udaipur,Rajasthan,India,1252394,High,2023-09-28,45,Upper Middle
8053,Vritti,Memon,Female,1965-01-30,Kolkata,West Bengal,India,3689220,Medium,2023-07-01,61,Upper Middle
8054,Kala,Sampath,Female,1983-03-30,Chennai,Tamil Nadu,India,4595888,Medium,2016-11-27,43,Upper Middle
8055,Manthan,Bains,Male,1990-06-04,Hyderabad,Telangana,India,1795288,High,2023-10-03,36,Upper Middle
8056,Tarak,Kamdar,Male,1969-06-21,Nagpur,Maharashtra,India,2915672,Low,2017-08-13,57,Upper Middle
8057,Odika,Srinivasan,Female,1998-07-24,Mysuru,Karnataka,India,4084632,Low,2018-10-12,27,Upper Middle
8058,Zaid,Toor,Male,1989-10-29,New Delhi,Delhi,India,2382472,Low,2020-03-16,36,Upper Middle
8059,Dhriti,Pant,Female,1986-06-06,New Delhi,Delhi,India,2752453,High,2020-01-12,40,Upper Middle
8060,Yahvi,Pau,Female,1980-04-17,Rajkot,Gujarat,India,927945,Medium,2026-05-24,46,Middle
8061,Faris,Din,Male,1959-05-04,Bhopal,Madhya Pradesh,India,1790281,Low,2024-03-11,67,Upper Middle
8062,Jackson,Chawla,Male,1974-02-25,Lucknow,Uttar Pradesh,India,4846474,Medium,2023-12-16,52,Upper Middle
8063,Shravya,Joshi,Female,1975-01-20,Kolkata,West Bengal,India,465974,Medium,2025-02-23,51,Low
8064,Ekansh,Chakrabarti,Male,1990-05-27,Bhopal,Madhya Pradesh,India,2186701,Low,2017-02-16,36,Upper Middle
8065,Raksha,Modi,Female,1999-08-21,New Delhi,Delhi,India,3821083,Medium,2022-02-15,26,Upper Middle
8066,Jhalak,Karan,Female,1980-04-13,Rajkot,Gujarat,India,4338472,Low,2019-04-10,46,Upper Middle
8067,Netra,Chana,Female,1978-01-29,Lucknow,Uttar Pradesh,India,4756769,High,2019-06-19,48,Upper Middle
8068,Ria,Biswas,Female,1995-03-19,Hyderabad,Telangana,India,4005250,Medium,2022-11-18,31,Upper Middle
8069,Oscar,Kumar,Male,1961-11-19,Lucknow,Uttar Pradesh,India,1331615,Low,2025-11-04,64,Upper Middle
8070,Krishna,Sant,Female,1973-12-29,Indore,Madhya Pradesh,India,4312065,Low,2025-08-19,52,Upper Middle
8071,Amaira,Shukla,Female,1997-04-09,Mumbai,Maharashtra,India,3978858,Medium,2023-02-08,29,Upper Middle
8072,Netra,Manne,Female,1988-02-02,Hubli,Karnataka,India,3125564,Low,2020-01-06,38,Upper Middle
8073,Vrishti,Kumar,Female,1961-07-09,Chennai,Tamil Nadu,India,2140576,Medium,2023-01-09,65,Upper Middle
8074,Hema,Das,Female,1979-02-14,Hyderabad,Telangana,India,3853697,High,2023-02-06,47,Upper Middle
8075,Rachana,Mander,Female,1957-09-13,Bhopal,Madhya Pradesh,India,1035508,Medium,2022-05-13,68,Upper Middle
8076,Widisha,Loyal,Female,1966-08-14,Hyderabad,Telangana,India,4588278,Medium,2017-11-20,59,Upper Middle
8077,Simon,Bhatt,Male,1961-04-14,Indore,Madhya Pradesh,India,364666,Low,2018-06-10,65,Low
8078,Aarav,Nayar,Male,1969-12-18,Mysuru,Karnataka,India,4504430,Medium,2024-01-03,56,Upper Middle
8079,Gaurika,Gandhi,Female,1981-10-31,Noida,Uttar Pradesh,India,4756845,Low,2016-09-16,44,Upper Middle
8080,Champak,Ravel,Male,1959-07-25,Kolkata,West Bengal,India,3542377,High,2017-10-17,66,Upper Middle
8081,Balendra,Mangat,Male,1988-12-05,Pune,Maharashtra,India,2714824,Low,2026-02-02,37,Upper Middle
8082,Jhalak,Mital,Female,1996-04-08,Chennai,Tamil Nadu,India,3202556,High,2018-03-03,30,Upper Middle
8083,Wakeeta,Raju,Female,2001-04-25,Nagpur,Maharashtra,India,1672606,Medium,2021-02-20,25,Upper Middle
8084,Lakshmi,Jani,Female,1982-07-08,Madurai,Tamil Nadu,India,2659257,High,2017-06-25,44,Upper Middle
8085,Umang,Mani,Male,1991-05-18,Kolkata,West Bengal,India,2703086,Medium,2024-10-08,35,Upper Middle
8086,Eesha,Dass,Female,1994-04-23,Udaipur,Rajasthan,India,2424303,Medium,2016-12-04,32,Upper Middle
8087,Samaksh,Mani,Male,1970-04-26,Pune,Maharashtra,India,4513721,Low,2025-08-09,56,Upper Middle
8088,Isha,Balakrishnan,Female,1996-02-26,Mumbai,Maharashtra,India,2951851,Medium,2020-08-04,30,Upper Middle
8089,Unnati,Pall,Female,1964-11-20,New Delhi,Delhi,India,2307299,Medium,2019-01-24,61,Upper Middle
8090,Rehaan,Grover,Male,1967-03-10,Bhopal,Madhya Pradesh,India,2177721,Medium,2016-12-27,59,Upper Middle
8091,Ijaya,Sagar,Female,1993-03-28,Madurai,Tamil Nadu,India,4720647,Medium,2018-06-21,33,Upper Middle
8092,Upkaar,Sharaf,Male,1969-12-20,Hyderabad,Telangana,India,4678885,Medium,2022-11-26,56,Upper Middle
8093,Saanvi,Sagar,Female,1977-03-25,Kolkata,West Bengal,India,4974868,High,2018-08-01,49,Upper Middle
8094,Teerth,Brahmbhatt,Male,1981-01-12,Hyderabad,Telangana,India,1814460,Medium,2023-07-12,45,Upper Middle
8095,Ekiya,Munshi,Female,1973-08-20,Kolkata,West Bengal,India,2276576,Medium,2016-07-06,52,Upper Middle
8096,Jai,Mall,Male,1965-01-10,Madurai,Tamil Nadu,India,1416267,Low,2023-03-12,61,Upper Middle
8097,Amol,Desai,Male,1966-12-19,Udaipur,Rajasthan,India,555689,Medium,2019-06-12,59,Middle
8098,Ekani,Kannan,Female,1966-09-01,New Delhi,Delhi,India,3243301,Low,2018-08-31,59,Upper Middle
8099,Anusha,Bora,Female,1959-04-28,Lucknow,Uttar Pradesh,India,3725283,Medium,2021-01-21,67,Upper Middle
8100,Urvashi,Sampath,Female,2000-06-06,Hubli,Karnataka,India,4070875,Medium,2020-01-15,26,Upper Middle
8101,Janya,Sama,Female,1978-11-26,Kanpur,Uttar Pradesh,India,2220323,Medium,2025-11-27,47,Upper Middle
8102,Rachita,Babu,Female,1967-06-20,Ahmedabad,Gujarat,India,3310527,Medium,2024-10-16,59,Upper Middle
8103,Vritti,Sethi,Female,1972-09-21,New Delhi,Delhi,India,2209865,Low,2018-01-30,53,Upper Middle
8104,Nihal,Doctor,Male,1974-02-18,Madurai,Tamil Nadu,India,659898,Medium,2017-09-18,52,Middle
8105,Lakshit,Raval,Male,1981-05-10,New Delhi,Delhi,India,764160,Medium,2021-08-31,45,Middle
8106,Mahika,Memon,Female,1969-07-23,Mysuru,Karnataka,India,4261389,Medium,2018-07-14,56,Upper Middle
8107,Fitan,Kakar,Male,1971-10-11,Kolkata,West Bengal,India,2596328,Medium,2016-12-11,54,Upper Middle
8108,Pushti,Bhatnagar,Female,1956-12-26,Bhopal,Madhya Pradesh,India,979997,Low,2020-08-29,69,Middle
8109,Nidra,Rana,Female,1990-01-02,Nashik,Maharashtra,India,4264062,Low,2024-04-11,36,Upper Middle
8110,Teerth,Mohanty,Male,1966-10-05,Jaipur,Rajasthan,India,3221249,Medium,2022-08-15,59,Upper Middle
8111,Riya,Ben,Female,2003-06-29,Udaipur,Rajasthan,India,4201328,Low,2018-11-14,23,Upper Middle
8112,Rehaan,Koshy,Male,1963-07-15,Madurai,Tamil Nadu,India,3277193,Medium,2018-05-11,62,Upper Middle
8113,Eesha,Raghavan,Female,1977-07-24,Nashik,Maharashtra,India,1650956,Medium,2024-10-25,48,Upper Middle
8114,Bhavna,Parikh,Female,1985-06-05,Kolkata,West Bengal,India,2542135,Medium,2020-03-13,41,Upper Middle
8115,Oviya,Parekh,Female,1958-03-23,Hyderabad,Telangana,India,3191893,Medium,2022-12-22,68,Upper Middle
8116,Gaurangi,Goswami,Female,1991-02-11,Kolkata,West Bengal,India,2997720,Low,2026-05-26,35,Upper Middle
8117,Urvashi,Prashad,Female,1999-06-04,New Delhi,Delhi,India,4387953,Medium,2024-10-02,27,Upper Middle
8118,Charita,Misra,Female,1996-04-14,Lucknow,Uttar Pradesh,India,1486028,Medium,2020-12-15,30,Upper Middle
8119,Agastya,Kalita,Male,1957-01-31,Jaipur,Rajasthan,India,2329698,Low,2017-04-02,69,Upper Middle
8120,Ojasvi,Agate,Female,1974-07-06,Pune,Maharashtra,India,1439267,Medium,2025-10-20,52,Upper Middle
8121,Oviya,Oza,Female,1978-08-31,Nashik,Maharashtra,India,4245751,Medium,2019-07-13,47,Upper Middle
8122,Hemang,Madan,Male,1970-07-23,Indore,Madhya Pradesh,India,624647,High,2017-07-26,55,Middle
8123,Joshua,Rastogi,Male,1989-09-27,New Delhi,Delhi,India,3465351,Medium,2021-05-24,36,Upper Middle
8124,Ekavir,Gole,Male,1972-06-05,Rajkot,Gujarat,India,1599765,Medium,2024-09-02,54,Upper Middle
8125,Ishwar,Acharya,Male,2005-06-06,Noida,Uttar Pradesh,India,512209,Medium,2025-07-24,21,Middle
8126,Wahab,Khosla,Male,1972-01-16,Kolkata,West Bengal,India,2137471,High,2021-08-08,54,Upper Middle
8127,Bhavini,Krishnan,Female,1989-01-25,Mysuru,Karnataka,India,3285689,High,2020-06-16,37,Upper Middle
8128,Manya,Radhakrishnan,Female,1994-05-02,Bengaluru,Karnataka,India,1104606,Low,2022-08-19,32,Upper Middle
8129,Ridhi,Subramaniam,Female,1992-08-22,New Delhi,Delhi,India,3434151,Medium,2017-11-29,33,Upper Middle
8130,Ira,Dixit,Female,1992-06-10,Jaipur,Rajasthan,India,2300416,Medium,2021-06-17,34,Upper Middle
8131,Charita,Contractor,Female,1968-06-21,Udaipur,Rajasthan,India,4340159,Low,2022-07-28,58,Upper Middle
8132,Veer,Vora,Male,1960-06-11,Bhopal,Madhya Pradesh,India,409211,High,2020-12-03,66,Low
8133,Vidhi,Nadig,Female,1964-06-11,Jaipur,Rajasthan,India,1475904,Medium,2025-04-13,62,Upper Middle
8134,Azad,Desai,Male,1959-10-31,New Delhi,Delhi,India,1248529,Low,2020-02-14,66,Upper Middle
8135,Maanav,Atwal,Male,1968-09-08,Nashik,Maharashtra,India,2222684,High,2016-08-16,57,Upper Middle
8136,Oeshi,Mangal,Female,1985-05-02,Vadodara,Gujarat,India,4873681,Medium,2026-05-29,41,Upper Middle
8137,Thomas,Tandon,Male,1969-03-14,Hubli,Karnataka,India,362454,Medium,2020-08-20,57,Low
8138,Unnati,Chandran,Female,2002-01-01,Hyderabad,Telangana,India,1512223,Low,2023-11-23,24,Upper Middle
8139,Gunbir,Ben,Male,1981-06-13,Nagpur,Maharashtra,India,4994542,High,2025-03-24,45,Upper Middle
8140,Ridhi,Thakkar,Female,1995-08-06,Indore,Madhya Pradesh,India,3725857,Low,2025-06-22,30,Upper Middle
8141,Bhanumati,Chaudhry,Female,1985-02-24,Hyderabad,Telangana,India,4927341,Low,2017-05-13,41,Upper Middle
8142,Wakeeta,Kohli,Female,1967-03-12,New Delhi,Delhi,India,4860159,High,2025-08-09,59,Upper Middle
8143,Nachiket,Jhaveri,Male,1976-06-05,Kolkata,West Bengal,India,1866546,High,2017-12-11,50,Upper Middle
8144,Brijesh,Nair,Male,1972-11-19,Kolkata,West Bengal,India,2867360,Medium,2026-05-24,53,Upper Middle
8145,Bachittar,Krishna,Male,1981-04-22,Kolkata,West Bengal,India,2187761,Low,2018-01-20,45,Upper Middle
8146,Upma,Srivastava,Female,2004-09-07,Kolkata,West Bengal,India,2889839,Low,2020-05-18,21,Upper Middle
8147,Samuel,Garde,Male,2005-05-15,Vadodara,Gujarat,India,1462060,High,2025-08-02,21,Upper Middle
8148,Advika,Sunder,Female,1978-12-20,Kolkata,West Bengal,India,3445516,High,2018-04-03,47,Upper Middle
8149,Brinda,Shan,Female,2004-01-07,Nagpur,Maharashtra,India,474651,High,2025-10-26,22,Low
8150,Arin,Ravi,Male,1978-01-23,Kolkata,West Bengal,India,4365959,Medium,2018-02-21,48,Upper Middle
8151,Odika,Sampath,Female,1961-03-09,Kanpur,Uttar Pradesh,India,1107148,High,2025-05-30,65,Upper Middle
8152,Devansh,Narayanan,Male,1990-11-13,Noida,Uttar Pradesh,India,1574772,High,2021-08-11,35,Upper Middle
8153,Avi,Ray,Male,1996-05-24,Coimbatore,Tamil Nadu,India,3551460,High,2024-03-18,30,Upper Middle
8154,Aadhya,Dhar,Female,2004-04-24,Indore,Madhya Pradesh,India,4121590,Medium,2025-10-22,22,Upper Middle
8155,Hardik,Konda,Male,1957-02-08,Lucknow,Uttar Pradesh,India,1871118,Low,2023-10-07,69,Upper Middle
8156,Ria,Lall,Female,1999-05-28,Bengaluru,Karnataka,India,712569,Low,2017-09-18,27,Middle
8157,Guneet,Arora,Male,1973-11-23,Bengaluru,Karnataka,India,1911841,High,2019-07-15,52,Upper Middle
8158,Anika,Bera,Female,2004-08-24,Chennai,Tamil Nadu,India,4806707,Low,2023-05-13,21,Upper Middle
8159,Gunbir,Bhagat,Male,1989-10-29,Kolkata,West Bengal,India,4779610,High,2019-08-18,36,Upper Middle
8160,Zayan,Sankaran,Male,1981-03-20,Coimbatore,Tamil Nadu,India,1944896,Medium,2019-08-20,45,Upper Middle
8161,Oviya,Bahl,Female,1988-08-17,Hyderabad,Telangana,India,1586894,High,2022-03-11,37,Upper Middle
8162,Ekapad,Ganguly,Male,1969-12-23,Kolkata,West Bengal,India,3772309,Medium,2022-01-15,56,Upper Middle
8163,Charvi,Char,Female,2003-06-09,Kolkata,West Bengal,India,3322473,High,2021-05-23,23,Upper Middle
8164,Faraj,Bala,Male,1998-01-19,Madurai,Tamil Nadu,India,4235260,High,2021-05-29,28,Upper Middle
8165,Tara,Srinivasan,Female,1988-03-16,Vadodara,Gujarat,India,4859195,High,2023-05-10,38,Upper Middle
8166,Dalaja,Murty,Female,1998-09-22,Kanpur,Uttar Pradesh,India,713754,High,2017-02-09,27,Middle
8167,Kabir,Nagarajan,Male,1966-05-20,Bhopal,Madhya Pradesh,India,2665978,High,2017-10-08,60,Upper Middle
8168,Ekta,Bahl,Female,1987-02-20,Kolkata,West Bengal,India,3887689,Medium,2026-02-14,39,Upper Middle
8169,Suhani,Samra,Female,1976-05-24,New Delhi,Delhi,India,598077,Low,2018-02-10,50,Middle
8170,Ishanvi,Venkataraman,Female,1995-12-16,Kolkata,West Bengal,India,3579011,Medium,2020-09-26,30,Upper Middle
8171,Eesha,Deshmukh,Female,1963-01-25,New Delhi,Delhi,India,2270852,Medium,2018-11-17,63,Upper Middle
8172,Maya,Barad,Female,1973-12-06,Coimbatore,Tamil Nadu,India,3936961,Low,2018-10-23,52,Upper Middle
8173,Nathaniel,Kata,Male,1994-08-01,Indore,Madhya Pradesh,India,2217914,Low,2017-01-08,31,Upper Middle
8174,Eiravati,Gour,Female,1998-11-28,Madurai,Tamil Nadu,India,1818383,Low,2026-06-23,27,Upper Middle
8175,Arunima,Pradhan,Female,1965-08-17,New Delhi,Delhi,India,1203598,Medium,2019-06-26,60,Upper Middle
8176,Ekiya,Bala,Female,1981-04-18,Vadodara,Gujarat,India,4902552,Medium,2022-11-30,45,Upper Middle
8177,Arin,Borra,Male,1983-10-07,Madurai,Tamil Nadu,India,801678,Medium,2018-02-11,42,Middle
8178,Hemang,Kunda,Male,1963-01-11,Chennai,Tamil Nadu,India,988408,Medium,2018-06-04,63,Middle
8179,Mitesh,Kadakia,Male,1978-05-13,Coimbatore,Tamil Nadu,India,1216666,High,2025-07-29,48,Upper Middle
8180,Daksha,Hans,Female,1973-02-13,Mysuru,Karnataka,India,4283089,Low,2020-04-16,53,Upper Middle
8181,Gagan,Patla,Male,1992-11-20,Kanpur,Uttar Pradesh,India,1732864,Medium,2020-05-12,33,Upper Middle
8182,Yauvani,Radhakrishnan,Female,1974-12-29,Indore,Madhya Pradesh,India,938733,Medium,2019-07-30,51,Middle
8183,Jalsa,Dutt,Female,1995-01-10,Hyderabad,Telangana,India,4680879,Medium,2018-06-22,31,Upper Middle
8184,Lakshmi,Nayak,Female,1991-08-17,Chennai,Tamil Nadu,India,2934772,Medium,2020-08-16,34,Upper Middle
8185,Lucky,Nath,Male,1971-11-25,New Delhi,Delhi,India,2879034,Medium,2023-06-29,54,Upper Middle
8186,Janaki,Modi,Female,1965-11-11,Lucknow,Uttar Pradesh,India,1570724,Medium,2018-08-20,60,Upper Middle
8187,Zashil,Ratta,Male,1982-12-13,Rajkot,Gujarat,India,3165119,Medium,2019-08-24,43,Upper Middle
8188,Neha,Savant,Female,1973-03-09,Jaipur,Rajasthan,India,2725727,Low,2021-07-25,53,Upper Middle
8189,Aahana,Ghose,Female,1973-06-22,Ahmedabad,Gujarat,India,2952957,Low,2023-10-09,53,Upper Middle
8190,Yashvi,Sani,Female,1987-05-16,Surat,Gujarat,India,3396484,High,2020-12-21,39,Upper Middle
8191,Inaya,Loyal,Female,1970-03-06,Coimbatore,Tamil Nadu,India,350870,Low,2023-10-17,56,Low
